id,requestType,productName,componentName,brand,pendingWith,status
72a3ec89-d7bb-460f-b32b-a23f7cb739ce,Weekly,Unit Dose Services,Yakitri,Nitrofurantoin Monohydrate/ Macrocrystalline,#13e72d,Aquamarine
fad64bb8-4e61-4cee-85d8-051a10db478e,Never,Lake Erie Medical DBA Quality Care Products LLC,Bubblebox,Quinapril,#236472,Maroon
3f74f588-d02f-4172-9929-b81c252b35fe,Yearly,"Bioelements, Inc.",Roodel,Acne Toner,#a1ca5f,Khaki
a03cd7d1-c978-4816-ba18-543a7f0aa0a6,Yearly,"Aldi, Inc",Topiclounge,welby health antacid,#47705e,Mauv
7bcefff4-81ab-4c2b-8683-5662fa302d28,Daily,"Jets, Sets, & Elephants Beauty Corp.",Yodel,Shopko Antibacterial Foaming Hand Cleanser,#21f65d,Indigo
1924abff-076a-4e66-b1cc-d917c75f2045,Never,"Aloe Care International, LLC",Yakijo,ALOE UP PRO SPF 30,#66f942,Pink
f4b513ab-06be-4f5e-bc3c-f429b5ebcc5e,Seldom,REMEDYREPACK INC.,Flipopia,Bupropion Hydrochloride,#0bbceb,Goldenrod
798a1e29-acca-430e-8d8b-3e8ce7f0e606,Weekly,"Caraco Pharmaceutical Laboratories, Ltd.",Linkbuzz,Pramipexole,#2c07f6,Purple
e79986d2-71dd-45a4-bb9a-4ef1cb3d557d,Often,Sperian Eye & Face Protection Inc,Mita,Water Additive,#da9342,Green
5420324f-04e3-46f9-86f6-0c18797148b7,Once,"Stephen L. LaFrance Pharmacy, Inc.",Skinix,Maximum Strength Pseudoephedrine,#025542,Indigo
346cadfa-0d28-411b-b75d-57ca7c643820,Yearly,Hikma Pharmaceutical,Devbug,Lisinopril,#5eee4d,Yellow
9d70c2b6-5015-4d37-8a49-ddaf717671a2,Often,Swiss-American Products,Jabberbean,Elta Block,#6693df,Crimson
23363912-ec1f-4e58-9ab4-26bc0ee3150b,Daily,APOLLO HEALTH AND BEAUTY CARE,Blogtags,HAND SANITIZER,#b70cab,Violet
5f8a9724-ee71-4e9e-a119-739d2066c4e6,Often,A-S Medication Solutions LLC,Trilia,Erythromycin,#3cddce,Teal
90345d5d-6067-48a1-945b-9d716bbc2aed,Once,Cantrell Drug Company,Minyx,Heparin Sodium,#55ec57,Orange
acf26198-51f6-4d72-902c-7b7b9eb75087,Weekly,"UDL Laboratories, Inc.",Jabbersphere,Prazosin Hydrochloride,#899ae4,Mauv
45d38a74-648b-49c0-bb79-8d6613aac423,Never,REMEDYREPACK INC.,Skimia,Glimepiride,#d0d4ee,Yellow
e6a7020e-dd93-45ca-a844-abf4590cdcc6,Weekly,"Avon Products, Inc.",Brightbean,Moisture Therapy,#2a3dd5,Turquoise
de70cf5a-9e39-4474-a2b9-7ffe935cff93,Weekly,Wal-Mart Stores Inc,Lajo,Extra Strength Acetaminophen,#5cccf7,Khaki
bcc8e8af-b0b5-4601-b8ab-10a9c9928bef,Monthly,Energizer Personal Care LLC,Wikizz,HAWAIIAN Tropic,#98739a,Purple
2400fea7-2245-41a0-88e5-f1f3d5ba24ed,Weekly,"Aloe Vera of America, Inc.",Demivee,Aloe Sunscreen,#dd55f8,Crimson
19542883-a482-4dff-b2ca-717f51f506aa,Often,Indiana Botanic Gardens,Demizz,Homeopathic Constipation Relief,#b59205,Purple
e264ad90-6039-4579-b36f-f0d44d73375e,Never,Medsource Pharmaceuticals,Zoonder,Diclofenac Sodium,#0df3fb,Yellow
43d66d0c-8d64-4c71-a4d5-fd845e59fe65,Once,AMERICAN CHEMICAL AND SANITARY SUPPLY INC,Mycat,SANIFOAM HAND SANITIZER,#1bbd7c,Khaki
bc3e1dc8-112d-4687-84f6-b7aa994b61f4,Never,"Mutual Pharmaceutical Company, Inc.",Eadel,albuterol sulfate,#9f4faa,Mauv
4bbfb548-bc08-4292-baa4-b69246c40a6e,Often,"Laser Pharmaceuticals, LLC",Twiyo,Millipred,#1e5cbc,Goldenrod
fe3cea4e-7f10-46c9-91c1-8f0b00cb0e4b,Monthly,"Publix Super Markets, Inc",Skalith,Isopropyl Alcohol,#55079b,Puce
b4c19a77-db54-439d-8efa-e264ed5a061a,Often,"PD-Rx Pharmaceuticals, Inc.",Fivechat,Erythrocin Stearate,#bf4c32,Aquamarine
0547555f-b47c-4f60-87ff-4c134461bcaa,Monthly,Contract Pharmacy Services-PA,Jaxworks,Alprazolam,#30c24d,Khaki
b1666cae-d2f9-42a9-9ea2-65c69dc422f5,Often,"Kingdom Animalia, LLC DBA Hourglass Cosmetics",Eidel,Illusion Tinted Moisturizer Broad Spectrum Nude,#194a33,Crimson
7d0db0b1-40c4-4a19-8a75-9af3c35f7e7f,Once,Torrent Pharmaceuticals Limited,Lazz,Pantoprazole Sodium,#c79ba8,Purple
87bc4b09-30c9-4081-a3a7-131dce5ef815,Often,"Medline Industries, Inc.",Skalith,CURAD Lubricant Laxative,#7c0e70,Indigo
4aa56b7b-a4b9-4451-89c7-02343f5635e9,Weekly,Concept Laboratories,Pixope,Moisturizing Glucosamine Brand,#8daa3d,Aquamarine
41a01b23-dd00-498b-8422-99fc68d43b8f,Weekly,"Watson Laboratories, Inc.",Eazzy,Diazepam,#0b5fa3,Pink
2592fbfd-71e3-4d7e-bb44-9ab4ed2044a6,Seldom,Health and Natural Beauty USA Corp,Zava,SprinJene,#cbae12,Orange
cdff6b0a-a0dd-41b7-a594-fc139b531c9d,Once,Aurobindo Pharma Limited,Flipstorm,Metformin Hydrochloride,#67df86,Khaki
1a604462-2d26-4c0c-81ed-29ad860ba669,Yearly,"Allermed Laboratories, Inc.",Voonyx,Cultivated Oat Pollen,#948a9b,Purple
1b105ff7-e0d8-4b63-aa98-69f370fbb94b,Yearly,Sandoz Inc,Agivu,Chlorpromazine Hydrochloride,#695ab0,Yellow
5f04c8f1-68a3-49b2-80d0-5a14226fb808,Yearly,Excellium Pharmaceutical Inc.,Shufflebeat,Hydrochlorothiazide,#3e5d3b,Blue
8ce9eb62-b664-44ba-ac9c-98f35310584b,Never,Apotex Corp.,Kayveo,Lamivudine,#ba0399,Yellow
abf6c398-63c9-473f-b947-571088734c9d,Daily,Cardinal Health,Kayveo,Clonazepam,#af0f6f,Pink
03a4721b-3797-444f-bb3c-5924b7940f91,Monthly,SHISEIDO AMERICAS CORPORATION,Bubbletube,SHISEIDO SHEER AND PERFECT COMPACT (REFILL),#c51aa3,Goldenrod
56b78196-1c23-4f95-8b24-884ed06ab640,Never,AN Co Ltd.,Zoonder,AN ADC FACE UP SPECIAL PROGRAM,#28e690,Crimson
f0b39c02-9688-426d-9c21-0e4864272996,Weekly,"DOCTOR HOY'S, LLC",Rhybox,Doctor Hoys Natural Pain Relief,#0674d3,Yellow
e0acdeaa-b082-43b8-8ed2-4a759fcb4cfe,Monthly,The Body Shop Wake Forest,Aibox,08 Moisture Foundation SPF 15,#70cf10,Green
c057dec8-4754-4b40-b1fc-19b24399e869,Yearly,Laboratoire Dr. Renaud,Skimia,CLEAR UP Control Solution Anti-Blemiches,#ce9e03,Violet
219b47ca-d227-40ad-b1e5-d3d0b1ccb251,Weekly,REMEDYREPACK INC.,Gigashots,Oxcarbazepine,#71de98,Mauv
c590ca5f-7ba1-40e4-8970-6527ef64c573,Often,"Physicians Total Care, Inc.",Layo,Tri-Sprintec,#7b0b25,Pink
96e89254-63f7-4cb7-b26b-7a52a275207e,Once,"UNOCOS CO., LTD.",Rooxo,PHYLLIS GOLDEN,#f9ed26,Indigo
c02e2464-602a-4925-9d1b-966bb5932f46,Never,WALGREEN CO.,Cogibox,Ibuprofen,#229095,Blue
ac3843d6-454e-44d3-8cac-b5cf04ac9fee,Monthly,Caudalie USA Inc.,Zooxo,VINEXPERT BROAD SPECTRUM SPF 15 RADIANCE DAY FLUID,#f82890,Violet
d8e88d18-6ec2-42f5-9e7c-b252494d1294,Once,"PruGen, Inc.",Innotype,Salicylic Acid,#8c01b3,Mauv
c4c98c3d-429a-41ed-b262-bd26ea70a897,Monthly,Lake Erie Medical DBA Quality Care Products LLC,Photospace,temazepam,#b3a68e,Violet
d7cfba07-399b-429c-b8bd-ee8f47b0d957,Weekly,King Bio Inc.,Jayo,Fever Reliever,#d247f4,Maroon
6ca9d617-d689-4c7e-8505-e21bc2ce4451,Weekly,"Nelco Laboratories, Inc.",Jetwire,Quack Grass,#364e78,Khaki
fde158b4-c985-4544-b883-dddc2de2ff4a,Daily,L'Oreal USA Products Inc,Vimbo,Yves Saint Laurent Le Teint Encre De Peau Fusion Ink Foundation Broad Spectrum SPF 18 Sunscreen,#713c72,Blue
88de9231-97f7-4fa0-baa0-ba1309fb4f46,Daily,"Hospira, Inc.",Vinte,Potassium Chloride,#13cebb,Blue
529afbcb-a6a9-48c2-8a48-d9c808e54f46,Weekly,Imagenetix,Skinder,EFAC,#9a9b3d,Teal
fc855d98-0d82-4d94-b18e-3835500eaa43,Weekly,Cardinal Health,Kwimbee,Lidocaine Hydrochloride and Epinephrine,#d945ee,Green
3b66bd40-b9a7-43ab-9f96-71fddd19673a,Often,BrandStorm HBC,Meevee,ACONITUM NAPELLUS,#adedd2,Turquoise
f499867c-94e7-4c1d-b135-064bcc58468d,Often,Major Pharmaceuticals,Quire,Glipizide,#f867e9,Khaki
c8a6010c-d9ee-42d9-8974-096556c2b239,Never,L Perrigo Company,Zooveo,good sense cold,#c7b855,Green
8f802b4c-c727-4f3f-ac29-80c5142bb9b9,Yearly,"Elizabeth Arden, Inc",Trupe,Flawless Finish Bare Perfection Makeup SPF 8 Warm Mahogany,#ae312a,Indigo
cfdc26b6-3a27-4a73-8433-8ed11ddbd1f5,Never,Carilion Materials Management,Youfeed,ISOSORBIDE DINITRATE,#9afd98,Indigo
c896cbb6-dd03-4a37-bbd7-2ae735053ad7,Never,"Morton Grove Pharmaceuticals, Inc.",Demizz,Levetiracetam,#05e34b,Goldenrod
91b69414-919c-4ee2-b931-acbad7222011,Once,"Borba, Inc.",Yakidoo,Borba PMS Skin Rescue,#866e57,Green
e8202149-0f54-42bf-9d12-7bee3318ddaa,Weekly,Poly Pharmaceuticals,Camimbo,POLY-TUSSIN,#eea0ed,Green
d5d701f7-f040-417c-bfa0-05655f1e110d,Seldom,Melaleuca Inc.,Plajo,Sei Bella Age-Defying Liquid Foundation,#113542,Pink
a2e1a702-b6db-4069-8206-168cd1a665fb,Yearly,Kroger,Flashset,Anticavity,#3d311b,Turquoise
748d3c09-fec4-49ba-a01d-ef127bdac51c,Yearly,"Vivus, Inc.",Youspan,Qsymia,#d3f587,Red
4db9e08f-afbb-4630-a989-ac37107469ac,Once,"Breckenridge Pharmaceutical, Inc",Tambee,Rivastigmine Tartrate,#b91be4,Fuscia
b9a1b929-dc94-443e-8f4d-b49b6bebbad0,Monthly,"Accord Healthcare, Inc.",Browsezoom,Tramadol,#e2cbc7,Aquamarine
46fa0182-8838-477d-8119-566f91481df6,Daily,"ALK-Abello, Inc.",Topicstorm,ULMUS AMERICANA POLLEN,#8cea53,Indigo
c9b3c7fc-7a5a-4073-916c-2cf07096d3f4,Seldom,Sanofi Pasteur Inc.,Flipstorm,THERACYS,#079c55,Orange
57ee63c4-8292-4330-ad87-b500795a9235,Seldom,Major Pharmaceuticals,Rhyloo,Levofloxacin,#82b3d9,Pink
a03b36ed-9d10-4afb-9806-4080d0b2cd68,Never,Delta Brands Inc.,Camimbo,Lucky,#19864f,Green
b1dc0a1a-4d6c-44f9-a0b6-b25f61cd8dab,Weekly,Bocchi Laboratories Inc.,Kwideo,Zylast Antiseptic,#6a6c51,Maroon
f7eb60e3-d78b-4aec-a0e7-e56615b3f0d5,Once,Lundbeck Inc.,Zava,Xenazine,#a2aa4f,Crimson
0cce142d-b8fc-4b6e-804d-ed4144f45559,Once,Kinray,Mymm,Preferred Plus Severe Day Time,#03780d,Pink
97d43119-dd98-4d5a-aff2-2bba874d0108,Yearly,State of Florida DOH Central Pharmacy,Demimbu,Montelukast Sodium,#3e26bb,Violet
1f4fe809-30eb-4f32-9fa0-b387087931e5,Yearly,AstraZeneca LP,Snaptags,PULMICORT RESPULES,#8316ad,Red
6d4323f1-3a75-46e9-a04d-a2c60b17f208,Weekly,Contract Pharmacy Services-PA,Rhyzio,Acetaminophen,#0f1054,Blue
e1654656-1635-41c2-a3ce-44859f3faab3,Yearly,"Paddock Laboratories, LLC",Einti,Testosterone Cypionate,#77817d,Yellow
51a0e308-50c9-4d65-b39d-b71dcc4937f7,Never,"Aloe Vera of America, Inc.",Skipstorm,Flawless by Sonya Aloe BB Creme,#c6c133,Pink
7c545447-f989-4413-8941-7b247885afe0,Never,Sanofi Pasteur Inc.,Browsecat,DAPTACEL,#3fd422,Crimson
1eb87a7e-eadd-4298-98f5-a37424eaa53d,Once,"Physicians Total Care, Inc.",Twitterwire,Kadian,#aaf045,Mauv
4c55fa36-ce74-4e66-88a2-306e7079c9bd,Never,McKesson Packaging Services a business unit of McKesson Corporation,Meevee,METFORMIN HYDROCHLORIDE,#a41f6a,Khaki
710b9b16-aed6-4c15-b4be-0f4ef4d0865c,Often,Citron Pharma LLC,Talane,Mirtazapine,#874260,Orange
58152644-127a-433d-a3fa-bbf64cf377b7,Seldom,"Avon Products, Inc.",Topicshots,Moisture Therapy,#da6e94,Indigo
9d7de5e3-227b-4100-8d9d-696550c5d8f2,Yearly,Mylan Pharmaceuticals Inc.,Yotz,Enalapril Maleate and Hydrochlorothiazide,#9424ee,Red
855f0b4e-ca04-454a-a9a8-a8da2dbc452f,Weekly,CSL Behring LLC,Leenti,Monoclate-P,#c8ae46,Turquoise
2040712b-8e7f-44ac-b3f1-8b3bcf440772,Seldom,Bayer HealthCare Pharmaceuticals Inc.,Jetpulse,Adempas,#d07415,Violet
72860119-c103-4087-abdf-02e43a908487,Once,Apotheca Company,Jamia,Gold,#464d02,Turquoise
3bf792b7-577d-44f7-8408-42f40af41d14,Never,"Alvogen, Inc.",Miboo,Cefaclor,#aa4e31,Crimson
a8fdb250-40bd-4451-905d-071482c934b3,Once,Teva Pharmaceuticals USA Inc,Mymm,Hydrocodone Bitartrate and Ibuprofen,#f7ef03,Yellow
163d9ed5-32dd-400e-a33e-3d0d295f9641,Never,Clinical Therapeutic Solutions,Oyope,CLARUS Antifungal,#a17bfb,Purple
00055a4f-e9f0-4dd8-835c-01859f953d49,Weekly,Parke-Davis Div of Pfizer Inc,Leenti,Accupril,#2b809d,Indigo
9ae6c1ed-4d9a-44e5-9123-a57a4dd63fae,Monthly,"AMI Cosmetic Co.,Ltd.",Kazio,Jasmine Water Cover Cushion,#14bf7d,Yellow
9863a1bf-21cb-4b5b-90d8-0d95d64fb8d2,Seldom,P & L Development of New York Corporation,Oodoo,Stool Softener,#9b1fa6,Turquoise
5d534dff-2d40-416e-8f76-7ab3e34a210b,Often,"MSD Consumer Care, Inc.",Twitterwire,Tinactin,#0a72c5,Pink
80e80eb6-3f23-4d80-bd25-4b2bc8542bde,Weekly,Kinray,Pixope,Preferred Plus Aller Ease,#3bb427,Yellow
b9283662-42bd-424b-82c3-7e36270ee329,Yearly,Valeant Pharmaceuticals North America LLC,Mymm,Nephrocaps,#32e813,Teal
d7e92d3e-eb9c-49b1-951d-07d045e82f83,Monthly,Burkhart Dental Supply Inc,Quinu,Burkhart,#60889d,Maroon
74bc4a85-e06d-4968-8433-58c42a65cb0e,Often,"Genentech, Inc.",Zoomlounge,PERJETA,#558cac,Puce
e2222b44-c8e8-4773-942e-b195bac1e44f,Weekly,"Physicians Total Care, Inc.",Avamba,Bacitracin,#515b52,Fuscia
951296ef-8462-4837-a024-bdd02e9f1902,Seldom,Mangiacotti Floral LLC,Brainverse,Ocean Hand Sanitizer,#e7e9ff,Fuscia
c7af9025-33f2-4b52-b376-4f931bd526d4,Daily,"Physicians Total Care, Inc.",Cogibox,MEGESTROL ACETATE,#fc85ff,Orange
b5a542fc-e63e-426f-8673-ab5585fbef4e,Never,"JHP Pharmaceuticals, LLC",Photojam,Estradiol Valerate,#8d603f,Orange
c716d0f0-4c8d-41a3-abff-26618a99fa41,Often,Hy-Vee,Livetube,Cough Relief Grape,#784315,Turquoise
40fe2fff-30a5-4df2-a917-aaba744b725a,Often,"Antigen Laboratories, Inc.",Twinte,Treatment Set TS329526,#6a85b2,Orange
a2908030-19fb-4a43-84c3-621841b8a6eb,Daily,Mondelez Global LLC,Jabbertype,Halls,#a7e00d,Blue
547e1437-b454-4740-b920-a278984e9812,Weekly,REMEDYREPACK INC.,Jabberbean,Tizanidine,#959766,Goldenrod
a97b4da0-5517-4c65-ab4a-9b5fec9a596c,Daily,"Creekwood Pharmaceutical, Inc.",Realbuzz,Pluratuss,#22e737,Maroon
b113d1f3-693b-488c-8e79-286ec0a2ad94,Once,"Antigen Laboratories, Inc.",Skipstorm,Number Ten Mold Mixture,#fc03ba,Fuscia
4ab2fddb-ccff-4c8e-a677-b2d5530f2f5a,Once,Lake Erie Medical & Surgical Supply DBA Quality Care Products LLC,Livefish,ERYTHROMYCIN Base Filmtab,#9af2f4,Blue
60c9518b-fa58-434b-9b12-54ba31a1e7a2,Daily,AvPAK,Jatri,Acyclovir,#8fae8a,Khaki
395c640b-412c-447d-89d9-3e75e02f2e08,Yearly,"Hospira, Inc.",Shufflester,Gentamicin Sulfate in Sodium Chloride,#674b68,Fuscia
06833c9d-17af-45a0-badf-90b7f0ab6eb9,Never,Zydus Pharmaceuticals (USA) Inc.,Riffpedia,venlafaxine hydrochloride,#7837a3,Violet
b83ee4b4-32ba-41b0-b4a7-22f3623746b0,Monthly,Topco Associates LLC,Zoonoodle,Topcare Childrens Triacting Nightime Cold and Cough,#c3778b,Blue
a93eca45-7ae0-4437-b680-15a3d29369a3,Daily,"Taro Pharmaceuticals U.S.A., Inc.",Kare,Warfarin Sodium,#36bac8,Mauv
5c5ec6d9-5729-46ed-98a5-1e4583dcc907,Once,Major Pharmaceuticals,Skinix,DIBROMM,#9c769d,Violet
c539aa4e-61dc-413f-8d1f-92dd9f105edd,Often,Crown Laboratories,Flipbug,Alacort,#40cbf9,Maroon
4f7baa18-dfdb-4b90-b8e8-f91b0d21e43f,Monthly,"Physicians Total Care, Inc.",Kanoodle,Metolazone,#ee7396,Goldenrod
4ef97194-65d3-41b1-95e3-f61bbf94b474,Daily,Par Pharmaceutical Inc.,Skyba,Morphine Sulfate,#0d5e78,Orange
9917a382-bb42-4f4d-aa2b-f26541d1a934,Never,"American Regent, Inc.",Viva,Neostigmine Methylsulfate,#eb4e91,Blue
921ec7c6-1fe4-4313-a8cc-78d8585d7e08,Often,"Newton Laboratories, Inc.",Gevee,Bronchitis - Asthma,#a4fc57,Puce
f036703e-6429-4d8e-a757-fe4c201fb0e1,Once,"Actavis Pharma, Inc.",Mydo,levalbuterol hydrochloride,#3d79c1,Pink
47f269a6-7831-4415-96c6-44ef7df74046,Never,"Pharmicell Co., Ltd.",Twinte,By Pharmicell Lab The Prestige,#1bc577,Violet
91b9ace3-04ad-461f-8ec4-92058d045834,Yearly,Pharmacia and Upjohn Company,Katz,Flavored Colestid,#c84e6d,Red
8ab65682-9c6f-456b-8a9f-38630f6e53ab,Seldom,"PD-Rx Pharmaceuticals, Inc.",Jatri,Morphine Sulfate,#e68dde,Yellow
2ef4dd98-f209-43fd-ad11-6ba48de314e9,Seldom,Valeo Pharma Corp.,Omba,Hydrosal Professional,#93e621,Puce
33befd00-9566-4fab-8673-6b776fe2997f,Daily,REMEDYREPACK INC.,Tagchat,Levothyroxine sodium,#075be4,Teal
935ecbaa-8ea5-442d-8d1b-0a7e7977f47a,Seldom,American Health Packaging,Topicblab,Amlodipine Besylate,#3ee52d,Fuscia
ce352b93-9b4c-4029-8c78-d5c0c19f4ef6,Yearly,Kroger Company,Skyble,all day relief,#be2657,Turquoise
3ff38a30-5125-4add-86e1-242f74797989,Weekly,Premier Brands of America Inc.,Cogibox,Salicylic Acid,#922dc2,Khaki
0f7fcc4a-d31d-4b1a-98d3-22bb381d978f,Yearly,Teva Pharmaceuticals USA Inc,Quire,Temozolomide,#3866cb,Khaki
dfeedb96-29f8-41f6-b252-1e20a65fd4ab,Yearly,Lake Erie Medical & Surgical Supply DBA Quality Care Products LLC,Skilith,Diovan,#87a390,Pink
eb0d46c7-ec67-4024-892b-889fa6f863ec,Never,PharmaDerm A division of Fougera Pharmaceuticals Inc.,Voomm,Temovate,#910561,Goldenrod
f4f72940-64c3-4352-8294-018111d40f65,Often,"AvKARE, Inc.",Topicstorm,Meloxicam,#592fda,Khaki
be313766-abb3-4f7f-9aa7-62e8ddab7f76,Never,Washington Homeopathic Products,Skibox,Minor Arthritic Pain,#d2875e,Fuscia
bc71c7cf-8386-4dc9-a5e4-d6b277b8120b,Yearly,"International Wholesale, Inc.",Thoughtbridge,Health Smart Natural Epsom Salt,#27d4b9,Red
a6feba98-953c-4048-b16f-ac2a6916fbfd,Often,"Kareway Product, Inc.",Zoomdog,Multi Sympton Cold Day Night,#ca6f34,Khaki
bcb17fd3-a6f7-448f-9f4c-a9b791e81f3b,Yearly,American Health Packaging,Skyble,Misoprostol,#c38974,Violet
04c636a6-e1f3-4cc6-a69f-a1ec02e07438,Never,Rebel Distributors Corp,Browsezoom,Cepacol,#36e014,Crimson
b41fa616-8bc4-40eb-ad8f-82ea84e670d7,Daily,"NCS HealthCare of KY, Inc dba Vangard Labs",Chatterpoint,Simvastatin,#f73fb6,Violet
169f8605-3c9a-4cc4-b67f-8eff756fdb58,Monthly,"ALK-Abello, Inc.",Rhyzio,CENTER-AL - XANTHIUM STRUMARIUM POLLEN,#bc52ab,Orange
365cb640-2737-4097-bed3-a66a5f7db5ee,Monthly,Molton Brown LTD (UK),Babblestorm,Sport Anti-Perpirant Sportstick,#cfe497,Green
